,_id,created_date,legislator_id,legislator_name,party,state,text,user_id,Label
20549,858033866363285504,2017-04-28 19:03:09,S001175,Jackie Speier,D,CA,"#ICYMI - @craigmelvin @MSNBC &amp; I discussed the doomed Obamacare repeal, @POTUS 's #100days of failure https://t.co/NAppU58D4P via @YouTube",24913074,-1.0
26781,918919879008440320,2017-10-13 19:22:26,D000197,Diana L. DeGette,D,CO,"In @thehill, I discuss the most recent ways @POTUS has failed women by attacking health care. https://t.co/xHQJ2Hvvfz",28599820,-1.0
4218,836781670653100033,2017-03-01 03:34:31,P000197,Nancy Pelosi,D,CA,.@realDonaldTrump’s speech to #JointSession was utterly disconnected from the cruel reality of his conduct. https://t.co/rzfNSGDKDH,15764644,-2.0
4029,836583461590863874,2017-02-28 14:26:54,C001038,Joseph Crowley,D,NY,RT @RepBRochester: .@realDonaldTrump did nothing to create jobs during his first 40 days. Tonight he’ll use #AlternativeFacts to say otherw…,111635980,-1.0
6534,859879054350090241,2017-05-03 21:15:16,C001070,Robert P. Casey,D,PA,".@realDonaldTrump I am sending you a photo of the 5yr old child, who was deported with his mother, despite possibly being eligible for SIJS. https://t.co/6LiG5PvaEr",171598736,-1.0
10207,913029771256320001,2017-09-27 13:17:15,N000147,Eleanor Holmes Norton,D,DC,"RT @NydiaVelazquez: .@realDonaldTrump, our fellow Americans' lives are on the line. #PuertoRico must receive every resource it needs to con…",23600262,-1.0
20227,856976396865990656,2017-04-25 21:01:09,V000081,Nydia M. Velázquez,D,NY,Ct Ruling blocking @POTUS' EO targeting cities protecting immigrants is good first step. NYC will not be party to anti-immigrant policies!,164369297,-1.0
1094,799838451675856900,2016-11-19 04:55:21,C001068,Steve Cohen,D,TN,RT @davidaxelrod: Who said @realDonaldTrump couldn't change? Now he's settling lawsuits! https://t.co/irW6pw1fNG,162069635,-1.0
5280,848680549669457920,2017-04-02 23:36:25,S001193,Eric Swalwell,D,CA,"""Some outside things have happened."" Translation: the same interference that helped @realDonaldTrump is helping #LePen. #RussianHacking https://t.co/rnSJLAjBdq",942156122,-1.0
25798,909138987352313856,2017-09-16 19:36:40,F000448,Trent Franks,R,AZ,"RT @LouDobbs: Obliteration- @RepTrentFranks: @POTUS made it clear, if any of NK's missiles come near the U.S., they will be destr…",24773493,1.0
9867,905095827923890177,2017-09-05 15:50:35,C001038,Joseph Crowley,D,NY,"@POTUS @realDonaldTrump It's time for Republicans to stand up. At a minimum, Congress must act to reverse this harmful &amp; revolting policy change. Statement ↓ 5/5 https://t.co/Kjt6gJKtTb",111635980,-1.0
21730,867401379190632452,2017-05-24 15:26:18,T000463,Michael R. Turner,R,OH,#TrumpBudget will not be enough to do what @POTUS says is needed to improve military. #READ via @BreakingDefense: https://t.co/NGK9z5echd,51228911,1.0
10862,920734536522223616,2017-10-18 19:33:14,S000248,José E. Serrano,D,NY,Read my Op-ed in @TheHill on @realDonaldTrump's lack of leadership on #PuertoRico crisis &amp; what needs to be done. https://t.co/aLilM3TzUf,33563161,-1.0
12233,941433968934686721,2017-12-14 22:25:23,M001187,Mark Meadows,R,NC,"This from @POTUS @realDonaldTrump represents the exact kind of culture change Washington, D.C. has desperately needed for so long, Business as usual is over. ""Together, let's cut the red tape."" https://t.co/X7F5GYLl5b",963480595,1.0
25100,901492532605059073,2017-08-26 17:12:23,L000480,Nita M. Lowey,D,NY,.@POTUS' pardon of Arpaio is a flagrant abuse of pardoning powers &amp; shows complete disrespect for the rule of law. https://t.co/14oim1gqDK,221792092,-2.0
26468,917773095267598336,2017-10-10 15:25:31,C001038,Joseph Crowley,D,NY,.@POTUS isn't serious about compromise &amp; he's insincere in negotiations. Democrats will not stop fighting until #DREAMers have security. https://t.co/yZ5mYiwYc2,111635980,-1.0
22089,870426792175292420,2017-06-01 23:48:13,D000623,Mark DeSaulnier,D,CA,.@POTUS leaving #ParisAgreement is reckless: @NRDC estimates unchecked climate change could cost the US economy approx $2T annually by 2100,2968007206,-1.0
23774,889837761238355968,2017-07-25 13:20:29,G000559,John Garamendi,D,CA,"RT @cspanwj: .@RepGaramendi (D-CA), distinguished Eagle Scout, on @POTUS' #BoyScouts speech: ""Absolutely disgusting...I cannot t…",88806753,-1.0
23001,879478885812981760,2017-06-26 23:18:00,B001230,Tammy Baldwin,D,WI,I agree: @POTUS must take swift action to #StopAsianCarpNow and save our #GreatLakes. https://t.co/v05zNwPau4,1074518754,0.0
30097,958581543508770816,2018-01-31 06:03:44,F000461,Bill Flores,R,TX,RT @SpeakerRyan: .@POTUS said it right—the state of our union is strong. He laid out a clear agenda tonight with an open hand toward bipart…,237312687,1.0
27593,927211026969518081,2017-11-05 16:28:30,C001056,John Cornyn,R,TX,RT @POTUS: Great work @SecretaryPerry. Give my best to everyone in Texas! https://t.co/nYpncF4RRg,13218102,1.0
18136,839604726643699712,2017-03-08 22:32:20,M001159,Cathy McMorris Rodgers,R,WA,RT @POTUS: #RepealAndReplace #Obamacare https://t.co/co5mMBv7Aa,17976923,0.0
18976,845802077569867780,2017-03-26 00:58:24,B001292,Donald Beyer,D,VA,RT @RepDonBeyer: RT if you think @POTUS &amp; GOP should seek bipartisan solutions *now* instead of rooting against the US health care s…,2962868158,-1.0
3956,836260483237806081,2017-02-27 17:03:30,S001181,Jeanne Shaheen,D,NH,ICYMI: Granite Staters covered by Obamacare fear repeal effort by .@realDonaldTrump &amp; GOP leadership: https://t.co/g3EkA78TVX #nhpolitics,109287731,-1.0
4034,836585810619219968,2017-02-28 14:36:14,K000009,Marcy Kaptur,D,OH,RT @RepJerryNadler: Going on now: Press conference ahead of @HouseJudiciary markup of my #ResolutionofInquiry into @realDonaldTrump con…,581141508,0.0
14714,822621753331564545,2017-01-21 01:48:04,S001176,Steve Joseph Scalise,R,LA,.@POTUS' regulatory freeze signals the end of 8 years of one-size-fits-all govt. mandates and job-killing red tape. https://t.co/x18B3Vq7VE,1209417007,1.0
1932,819214055122542592,2017-01-11 16:07:05,S001168,John P. Sarbanes,D,MD,.@realDonaldTrump must decide: Is he going to work for the people or for himself &amp; his business? #DivestDonald #DTS https://t.co/US9U7KV6qL,364415553,-1.0
9827,904555584091033600,2017-09-04 04:03:51,M000639,Robert Menéndez,D,NJ,RT @jorgeramosnews: O.K.#DREAMERS this is the weekend when you'll try to change Trump's mind.Tell @realDonaldTrump what will happen to you…,18695134,-1.0
23772,889826781364183040,2017-07-25 12:36:51,M001180,David B. McKinley,R,WV,RT @wvsosoffice: Secretary Warner with @RepMcKinley @RepEvanJenkins and @RepAlexMooney before @POTUS returns to DC on Air Force One. https:…,240427862,0.0
16699,834053843801538561,2017-02-21 14:55:06,S001184,Tim Scott,R,SC,"Touring the amazing @NMAAHC with @POTUS this morning. Every time I am here, my appreciation for the museum grows even more! https://t.co/b4ixaCx9Uq",217543151,0.0
10206,913029597377318913,2017-09-27 13:16:33,F000462,Lois Frankel,D,FL,"RT @NydiaVelazquez: .@realDonaldTrump, our fellow Americans' lives are on the line. #PuertoRico must receive every resource it needs to con…",1077121945,0.0
6734,862406209990782977,2017-05-10 20:37:17,P000034,Frank J. Pallone,D,NJ,James Comey was just the latest person to be fired for attempting to #FollowTheFacts on Russia. What is @realDonaldTrump trying to hide?,31801993,-1.0
5203,847078855189901313,2017-03-29 13:31:51,B001292,Donald Beyer,D,VA,"If #TrumpRussia is a ""hoax"" as @realDonaldTrump claims, why are so many of his people behaving suspiciously? Lots of smoke. #FollowTheFacts https://t.co/7KnZ07HdTl",2962868158,-1.0
29609,958504715003850753,2018-01-31 00:58:26,U000039,Tom S. Udall,D,NM,"Tonight, I join @SenateDemocrats in urging @POTUS to abandon his xenophobic demands on immigration, stop holding #Dreamers hostage &amp; back a true bipartisan policy that understands the diversity that is our nation's greatest strength. #SOTU",60828944,-2.0
21186,864238938579501057,2017-05-15 21:59:54,E000293,Elizabeth H. Esty,D,CT,@POTUS A disturbing report for many reasons. Bad for the country if our allies fear info shared with us will get to Russia https://t.co/VZnBN6gV2y,1060984272,-1.0
14359,961630771231494146,2018-02-08 16:00:16,H001067,Richard Hudson,R,NC,"""When Americans are able to live by their convictions, to speak openly of their faith, and to teach their children what is right, our families thrive, our communities flourish, and our nation can achieve anything at all."" -@POTUS @realDonaldTrump #NationalPrayerBreakfast",935033864,1.0
22870,878276839101181953,2017-06-23 15:41:30,W000815,Brad R. Wenstrup,R,OH,Watch Live ➡️ @POTUS is signing the VA Accountability bill so veterans can get the care they deserve #VeteransFirst https://t.co/TkUFLWK618,518644221,1.0
7122,867053608419950592,2017-05-23 16:24:23,S001145,Janice D. Schakowsky,D,IL,Read my full statement on @realDonaldTrump's shameful budget proposal: https://t.co/JwhQu2tWIz,24195214,-1.0
17458,836772870021857284,2017-03-01 02:59:33,H001053,Vicky Hartzler,R,MO,"""Our veterans have delivered for this Nation –- and now we must deliver for them."" @POTUS #JointAddress",237763317,1.0
30370,961964284724039680,2018-02-09 14:05:32,M001156,Patrick T. McHenry,R,NC,For too long we’ve failed to provide our military with the resources they need to keep us safe. This morning's passage of the Bipartisan Budget Act changes that. Click here for my full statement on my vote to stand with @POTUS &amp; provide for our troops → https://t.co/caVHAibBNt,27676828,1.0
11562,932724305619800064,2017-11-20 21:36:18,C001038,Joseph Crowley,D,NY,"The people of Puerto Rico, the U.S. Virgin Islands, Texas, Florida, and California are still suffering, and this supplemental disaster funding request from @therealDonaldTrump is wholly inadequate to address their needs.",111635980,-1.0
7222,867464382091079680,2017-05-24 19:36:40,S000185,Robert C. Scott,D,VA,.@realDonaldTrump promised not to touch Social Security but his budget cuts Social Security disability benefits. #TrumpCuts,161791703,-1.0
6073,857307308115853313,2017-04-26 18:56:04,U000039,Tom S. Udall,D,NM,.@realDonaldTrump @AjitPaiFCC Republicans first end broadband privacy protections and now want Internet toll lanes. Speak up and join me in fighting for #NetNeutrality,60828944,-1.0
2952,826133634851680256,2017-01-30 18:23:02,S001198,Dan Sullivan,R,AK,"Applaud Pres @realDonaldTrump for issuing EO reflecting RED Tape Act, my 1-in-2-out reg bill. Now we should pass bill for full force of law.",2891210047,1.0
22374,873248077322215424,2017-06-09 18:39:00,V000081,Nydia M. Velázquez,D,NY,"Since @POTUS’s reckless decision to leave #ParisAgreement, I’m with those who are fighting for #ClimateAction. https://t.co/xnefX8MqSq",164369297,-1.0
14040,958555362155778049,2018-01-31 04:19:42,W000802,Sheldon Whitehouse,D,RI,Tonight’s speech just didn’t stand up to reality. My reaction to @realDonaldTrump’s #SOTU address here: https://t.co/LLDgue4FnK,242555999,-1.0
10066,909404343316688896,2017-09-17 13:11:06,B001292,Donald Beyer,D,VA,Investigative report: @realDonaldTrump gets millions from golf members. CEOs and lobbyists get access to president. https://t.co/SVNcLiV53X,2962868158,-1.0
5590,852644764851765249,2017-04-13 22:08:47,S001145,Janice D. Schakowsky,D,IL,.@realDonaldTrump has said ‘nobody respects women more than I do’. If he had even a shred of respect for women he would have vetoed #HJres43,24195214,-1.0
1922,819206462211846144,2017-01-11 15:36:55,S001198,Dan Sullivan,R,AK,"I had a productive meeting w/ Vincent Viola, #PEOTUS @realDonaldTrump's designee as Secretary of the #Army. https://t.co/6oSANp7cbU",2891210047,0.0
28049,936716547699171329,2017-12-01 22:00:02,H001053,Vicky Hartzler,R,MO,"It was an honor to accompany @POTUS on his trip to MO. Americans are ready for #taxreform that allows them to “get ahead” instead of just “getting by.” The Tax Cuts &amp; Jobs Act would do just that by roughly doubling the standard deduction, which 71% of Missourians use. https://t.co/9zxBX0bdQ0",237763317,1.0
9311,897942668512120832,2017-08-16 22:06:29,N000002,Jerrold L. Nadler,D,NY,"RT @GregoryMeeks: Joining @RepJerryNadler to censure @realDonaldTrump bc no one should peddle racism, anti-Semiticism, and hate--espe…",40302336,-2.0
1441,808690201983852544,2016-12-13 15:09:03,T000472,Mark Takano,D,CA,The unwillingness of @SpeakerRyan &amp; @HouseGOP to stand up to Donald Trump is becoming more disappointing and more dangerous every day. https://t.co/Bwcf59mn9Z,1037321378,-1.0
23865,890262812219539458,2017-07-26 17:29:29,D000624,Debbie Dingell,D,MI,"Our military is stronger b/c of LGBT individuals who bravely stepped forward to serve. POTUS ban undermines these heroes, our troops, safety",2970279814,-1.0
8802,890671979224760324,2017-07-27 20:35:22,Z000017,Lee Zeldin,R,NY,"Protesters shamefully claim @POTUS @realDonaldTrump motive is to ""attack immigrants"" &amp; ""hardworking American families"". Not true.",2750127259,1.0
1459,808785090725679104,2016-12-13 21:26:06,M000133,Edward J. Markey,D,MA,.@realDonaldTrump is drafting a cabinet of #BigOil All-Stars to pursue an #OilAboveAll agenda at home and overseas. https://t.co/xqvjYojzyS,21406834,-1.0
19631,850355365913014272,2017-04-07 14:31:32,W000805,Mark Warner,D,VA,".@POTUS needs to articulate a coherent strategy for dealing w/ complex conflict in Syria, because the consequences of a misstep are grave. https://t.co/5TQRivOqRS",7429102,-1.0
15086,824384280046501889,2017-01-25 22:31:43,F000457,Alan Stuart Franken,D,MN,"So with that in mind, I would argue @POTUS—with his exec orders—does not understand what it means to be Minnesotan. https://t.co/FQrjsRleRi",171968009,-1.0
22220,872446812505993216,2017-06-07 13:35:04,C001038,Joseph Crowley,D,NY,"If @POTUS has nothing to hide, why is he working so hard to protect himself? The American people deserve the truth. #FollowTheFacts https://t.co/Cwym7Ynbet",111635980,-1.0
16185,829778470867726336,2017-02-09 19:46:18,M000312,James P. McGovern,D,MA,".@KellyannePolls literally said ""Go buy Ivanka's stuff"" on national TV and Trump @WhiteHouse refuses to say how they're responding. Really? https://t.co/eQRg8JBt68",242426145,-1.0
23010,879711779999363073,2017-06-27 14:43:27,U000039,Tom S. Udall,D,NM,@POTUS #EPA proposes cutting 30% from #Superfund &amp; speeding up Superfund cleanup. I don't want focus on speed to lead to shortcuts &amp; lax standards.,60828944,-1.0
13466,955909684355063808,2018-01-23 21:06:43,H001057,Tim Huelskamp,R,KS,"Amen. #CommonCore is dead at the @usedgov. Thank you @realDonaldTrump and @BetsyDeVosED, Now to convince the 50 States! @HeartlandInst https://t.co/uB6A7CrBXw",233761277,1.0
27838,931609669818290176,2017-11-17 19:47:08,D000563,Richard J. Durbin,D,IL,Senate Republicans have decided to give Trump nominees hearings over the objection of home state Senators. A big giveaway to @POTUS.,247334603,-1.0
1587,811218330136801284,2016-12-20 14:34:56,C001101,Katherine M. Clark,D,MA,"""Trump isn't issuing threats himself..but he knows he has followers who will."" On @realDonaldTrump &amp; #onlineabuse: https://t.co/Mduio81lBg",2293131060,-1.0
11387,929001546452434944,2017-11-10 15:03:23,M000312,James P. McGovern,D,MA,@SpeakerRyan @HouseDemocrats .@SpeakerRyan wants to blindly rubber stamp @realDonaldTrump's agenda without any debate in Congress. RT to join the millions of Americans who refuse to be silent. https://t.co/eX3HHD1DCX,242426145,-1.0
8011,878283898798473216,2017-06-23 16:09:33,R000600,Aumua Amata,R,AS,"RT @FoxNews: .@realDonaldTrump: ""Today we are taking a very historic action to transform the VA."" https://t.co/wQTOD2OaF6",3026622545,1.0
